tool_id,num_jobs,avg_runtime_seconds,median_runtime_seconds,p95_runtime_seconds,avg_allocated_memory_gb,median_allocated_memory_gb,p95_allocated_memory_gb,avg_job_cost,median_job_cost,p95_job_cost,avg_input_size_mb,median_input_size_mb,p95_input_size_mb
scanpy_find_cluster,265,104,42,426,7.2,7.7,7.7,0.00170,0.00068,0.00725,119.8,62.0,373.4
scanpy_find_markers,399,227,55,429,7.4,7.7,7.7,0.00374,0.00094,0.00730,373.0,64.0,1846.0
scanpy_find_variable_genes,191,169,39,340,7.1,7.7,7.7,0.00281,0.00065,0.00579,156.1,21.0,1130.0
scanpy_inspect,3559,138,53,480,7.9,7.7,7.7,0.00262,0.00092,0.00820,287.5,97.0,1233.0
scanpy_integrate_harmony,42,56,52,137,7.3,7.7,7.7,0.00094,0.00090,0.00233,338.1,65.5,1373.0
scanpy_normalise_data,175,157,37,581,7.1,7.7,7.7,0.00261,0.00061,0.00893,86.2,20.0,290.1
scanpy_normalize,746,95,38,291,7.6,7.7,7.7,0.00165,0.00065,0.00495,220.8,53.0,996.0
scanpy_plot,9128,99,36,237,7.5,7.7,7.7,0.00165,0.00060,0.00401,266.4,78.0,1233.0
scanpy_plot_embed,330,73,28,230,7.5,7.7,7.7,0.00123,0.00048,0.00386,219.4,62.0,1326.6
scanpy_read_10x,292,252,78,1354,7.2,7.7,7.7,0.00423,0.00126,0.02304,168.6,85.5,561.8
scanpy_regress_variable,5,165,143,339,7.7,7.7,7.7,0.00280,0.00243,0.00576,210.6,16.0,510.0
scanpy_remove_confounders,498,209,86,754,30.2,30.0,30.7,0.02733,0.00808,0.07620,238.0,52.0,1038.2
scanpy_run_pca,166,123,47,619,7.1,7.7,7.7,0.00202,0.00078,0.00994,101.7,54.0,345.3
scanpy_run_tsne,205,450,219,1431,7.3,7.7,7.7,0.00761,0.00363,0.02436,105.6,57.0,373.4
scanpy_run_umap,226,216,93,888,7.2,7.7,7.7,0.00364,0.00152,0.01512,196.3,62.0,1086.0
scanpy_scale_data,111,82,43,292,7.1,7.7,7.7,0.00137,0.00071,0.00497,59.1,21.0,255.0
scatterplot_rpy,314,49,15,165,14.6,15.4,15.4,0.00122,0.00040,0.00422,24.3,1.0,126.0
sceasy_convert,240,138,37,258,7.4,7.7,7.7,0.00216,0.00061,0.00421,269.3,1.0,74.2
scikit_bio_diversity_beta_diversity,123,168,43,816,4.2,2.8,7.7,0.00202,0.00050,0.01001,1.1,1.0,1.0
scipy_sparse,5,273,142,801,6.1,7.7,7.7,0.00457,0.00242,0.01364,652.6,183.0,2352.6
scpipe,8,180,168,260,3.8,3.8,3.8,0.00221,0.00206,0.00321,19.0,19.0,24.0
sdf_to_tab,56719,24,14,64,7.7,7.7,7.7,0.00041,0.00024,0.00109,1.0,1.0,1.0
seacr,3964,582,233,1979,7.4,7.7,7.7,0.00973,0.00390,0.03331,621.5,230.5,1970.0
search_gui,332,1188,152,6841,28.8,30.7,30.7,0.10772,0.01322,0.60193,822.9,249.0,3440.0
secure_hash_message_digest,386,33,21,80,7.4,7.7,7.7,0.00054,0.00036,0.00137,2777.7,2042.0,8556.0
seq_composition,342,631,20,817,7.4,7.7,7.7,0.01067,0.00033,0.01391,1341.1,3.0,3662.0
seq_filter_by_id,19143,23,11,55,7.6,7.7,7.7,0.00039,0.00017,0.00092,333.8,14.0,910.0
seqcomplexity,72,48,15,200,7.2,7.7,7.7,0.00079,0.00026,0.00340,3797.1,272.0,13810.9
seqtk_comp,286,53,11,235,7.5,7.7,7.7,0.00089,0.00019,0.00380,307.8,10.0,2231.5
seqtk_cutn,45,15,10,59,7.4,7.7,7.7,0.00026,0.00017,0.00100,79.4,1.0,50.4
seqtk_dropse,92,999,15,1428,7.5,7.7,7.7,0.01701,0.00025,0.02430,1546.3,103.5,7233.3
seqtk_fqchk,302,52,30,136,6.4,7.7,7.7,0.00082,0.00039,0.00223,655.9,172.5,2109.4
seqtk_hety,9,23,12,64,6.4,7.7,7.7,0.00038,0.00015,0.00109,124.8,1.0,557.2
seqtk_listhet,19,12,10,19,6.8,7.7,7.7,0.00019,0.00015,0.00032,26.2,12.0,129.6
seqtk_mergefa,436,198,26,1009,26.0,30.7,30.7,0.01674,0.00157,0.07373,2061.0,65.5,8504.0
seqtk_mergepe,1095,137,14,565,28.0,30.7,30.7,0.01008,0.00106,0.04450,892.7,38.0,5195.5
seqtk_mutfa,14,21,10,58,6.9,7.7,7.7,0.00033,0.00016,0.00085,27.9,1.0,116.0
seqtk_randbase,9,1949,15,10281,5.9,7.7,7.7,0.03305,0.00026,0.17497,3233.2,1.0,15614.2
seqtk_sample,11338,643,115,2569,14.9,15.4,15.4,0.01622,0.00293,0.06433,2914.8,645.0,14566.2
seqtk_seq,760,512,34,1858,7.8,7.7,7.7,0.00879,0.00058,0.03161,1444.4,553.0,3253.0
seqtk_subseq,65374,13,10,13,7.7,7.7,7.7,0.00023,0.00017,0.00022,79.0,51.0,51.0
seqtk_trimfq,757,381,35,1788,7.3,7.7,7.7,0.00585,0.00060,0.02357,938.1,128.0,4930.2
sequence_content_trimmer,452,365,50,2188,7.6,7.7,7.7,0.00621,0.00086,0.03723,1061.9,73.0,7790.0
seurat,543,526,179,2048,7.5,7.7,7.7,0.00884,0.00301,0.03486,141.9,53.0,475.3
sff_extractor,222,36,15,136,7.4,7.7,7.7,0.00061,0.00026,0.00231,144.5,34.0,829.5
shovill,17980,1208,370,3542,33.7,30.7,51.2,0.12855,0.03507,0.34383,948.5,325.0,3819.3
show beginning1,8873,21,10,58,7.1,7.7,7.7,0.00031,0.00015,0.00095,105.4,1.0,24.0
show tail1,9180,19,12,38,7.5,7.7,7.7,0.00031,0.00020,0.00063,69.7,4.0,4.0
sickle,5980,371,18,1699,6.8,7.7,7.7,0.00619,0.00029,0.02851,837.9,30.0,3515.0
sina,1011,217,9,116,29.5,30.7,30.7,0.02043,0.00079,0.01171,42.1,1.0,41.5
sinto_barcode,16,2571,182,15592,4.7,2.8,7.7,0.04310,0.00204,0.26536,873.6,61.0,5318.3
sinto_fragments,29,1455,40,5424,6.4,7.7,7.7,0.02111,0.00068,0.09232,6302.5,3659.0,28562.8
sklearn_build_pipeline,11,177,41,806,3.8,3.8,3.8,0.00218,0.00050,0.00993,1.0,1.0,1.0
sklearn_clf_metrics,88,171,46,543,4.1,3.8,7.7,0.00212,0.00058,0.00669,4.3,1.0,1.0
sklearn_data_preprocess,110,64,38,89,6.6,7.7,7.7,0.00092,0.00054,0.00147,2.5,1.0,4.2
sklearn_discriminant_classifier,24,362,279,995,3.8,3.8,3.8,0.00445,0.00343,0.01224,1.0,1.0,1.0
sklearn_ensemble,428,217,35,533,25.8,30.7,30.7,0.01823,0.00225,0.04751,26.6,1.0,70.0
sklearn_estimator_attributes,55,108,41,311,5.2,3.8,7.7,0.00142,0.00055,0.00388,1.0,1.0,1.0
sklearn_feature_selection,90,511,44,718,5.6,3.8,7.7,0.00828,0.00063,0.00884,9.0,1.0,70.0
sklearn_fitted_model_eval,5,548,756,1015,4.6,3.8,6.9,0.00678,0.00931,0.01249,1.0,1.0,1.0
sklearn_generalized_linear,290,78,27,320,7.4,7.7,7.7,0.00132,0.00046,0.00544,10.3,1.0,1.0
sklearn_model_fit,3,60,62,94,6.0,7.7,7.7,0.00083,0.00106,0.00109,6.7,1.0,16.3
sklearn_model_validation,2,189,189,280,29.9,29.9,29.9,0.01719,0.01719,0.02438,23.0,23.0,42.8
sklearn_nn_classifier,204,55,26,173,7.5,7.7,7.7,0.00092,0.00044,0.00294,1.4,1.0,1.0
sklearn_numeric_clustering,870,112,27,404,26.3,30.7,30.7,0.00946,0.00185,0.03755,1.3,1.0,1.0
sklearn_pairwise_metrics,16,98,29,498,4.8,3.8,7.7,0.00134,0.00036,0.00754,1.0,1.0,1.0
sklearn_pca,70,79,44,342,7.2,7.7,7.7,0.00133,0.00075,0.00583,14.3,1.0,73.5
sklearn_regression_metrics,27,33,35,42,4.3,3.8,7.7,0.00042,0.00044,0.00056,1.0,1.0,1.0
sklearn_searchcv,243,1257,39,8982,20.2,29.9,30.7,0.11614,0.00202,0.82912,310.6,1.0,2827.6
sklearn_stacking_ensemble_models,8,34,19,84,3.8,3.8,3.8,0.00042,0.00024,0.00104,1.0,1.0,1.0
sklearn_svm_classifier,366,58,27,216,7.2,7.7,7.7,0.00098,0.00046,0.00368,2.2,1.0,3.5
sklearn_to_categorical,58,110,36,481,7.3,7.7,7.7,0.00184,0.00061,0.00819,1.0,1.0,1.0
sklearn_train_test_eval,23,36,29,74,5.7,3.8,7.7,0.00052,0.00041,0.00125,12.0,1.0,89.1
sklearn_train_test_split,137,99,47,314,7.1,7.7,7.7,0.00165,0.00080,0.00535,172.5,2.0,847.2
slamdunk,220,5864,3238,17320,30.0,30.7,30.7,0.56436,0.32596,1.52409,4073.2,2425.0,15831.6
smina,4,17,17,25,30.3,30.3,30.7,0.00158,0.00162,0.00228,1.0,1.0,1.0
smudgeplot,5,549,271,1668,7.7,7.7,7.7,0.00935,0.00461,0.02838,1691.6,1.0,6537.2
snap_training,437,51,15,105,7.5,7.7,7.7,0.00085,0.00026,0.00178,210.7,19.0,354.2
sniffles,242,989,29,2298,15.1,7.7,30.7,0.02624,0.00087,0.08812,3079.4,34.0,16011.8
snippy,41996,451,171,1167,29.0,30.0,30.7,0.03572,0.01524,0.09600,566.4,273.0,2013.0
snippy_clean_full_aln,402,75,13,355,7.1,7.7,7.7,0.00124,0.00022,0.00603,573.5,5.0,2147.7
snippy_core,1188,364,167,1301,6.9,7.7,7.7,0.00601,0.00272,0.02194,8146.8,3598.0,31096.4
snp_dists,307,23,11,72,5.7,7.7,7.7,0.00036,0.00017,0.00123,10.0,1.0,55.4
snp_sites,134,40,12,107,6.5,7.7,7.7,0.00056,0.00019,0.00182,38.1,2.5,144.8
snpeff,33045,321,130,878,7.9,7.7,7.7,0.00558,0.00226,0.01510,389.4,17.0,1560.0
snpeff_build_gb,3074,220,33,372,9.6,7.7,7.7,0.00404,0.00060,0.00690,169.7,9.0,714.0
snpeff_get_chr_names,78,80,46,260,7.7,7.7,7.7,0.00139,0.00079,0.00441,238.4,10.0,1560.0
snpeff_sars_cov_2,52510,31,17,44,7.6,7.7,7.7,0.00053,0.00029,0.00075,1.8,1.0,1.0
snpfreqplot,369,123,58,364,7.4,7.7,7.7,0.00207,0.00097,0.00619,1.4,1.0,3.0
snpsift_annotate,4311,267,31,838,7.9,7.7,7.7,0.00475,0.00053,0.01466,6561.2,248.0,25421.0
snpsift_casecontrol,11,115,21,400,7.9,7.7,12.3,0.00254,0.00036,0.00918,70.7,3.0,235.0
snpsift_dbnsfp,72,61,38,183,7.6,7.7,7.7,0.00103,0.00065,0.00311,12131.1,172.0,31634.0
snpsift_extractfields,115416,23,11,41,7.6,7.7,7.7,0.00038,0.00019,0.00070,11.0,1.0,1.0
snpsift_filter,147181,27,12,62,7.7,7.7,7.7,0.00046,0.00020,0.00106,48.6,1.0,5.0
snpsift_genesets,109,195,49,518,7.9,7.7,7.7,0.00343,0.00083,0.00987,520.7,65.0,2615.0
snpsift_int,784,164,45,487,11.1,12.3,12.3,0.00371,0.00101,0.01083,2065.5,890.0,7022.0
snpsift_rminfo,52,76,44,178,7.2,7.7,7.7,0.00115,0.00074,0.00280,241.9,23.5,734.7
snpsift_vartype,1881,77,20,216,7.3,7.7,7.7,0.00125,0.00034,0.00357,259.7,5.0,1115.0
snpsift_vcfcheck,297,95,15,176,7.3,7.7,7.7,0.00141,0.00026,0.00299,1194.7,7.0,1501.6
socru,135,43,27,119,28.9,30.0,30.7,0.00377,0.00229,0.00866,10.0,4.0,7.0
sort1,36420,60,11,125,7.6,7.7,7.7,0.00100,0.00019,0.00209,269.1,1.0,282.0
space2underscore_readname,18,23,14,68,6.7,7.7,7.7,0.00039,0.00024,0.00116,66.0,2.5,570.0
spades,21212,3082,593,13098,70.7,30.7,253.0,0.93053,0.09798,3.82351,1416.8,336.0,5623.0
spades_biosyntheticspades,24,8575,4469,28339,7.7,7.7,7.7,0.14594,0.07606,0.48231,2200.3,515.0,8071.5
spades_coronaspades,333,2290,505,5467,7.7,7.7,7.7,0.04009,0.00885,0.11216,638.1,155.0,2965.4
spades_metaplasmidspades,66,8199,2596,34389,11.3,7.7,7.7,0.50184,0.04419,0.58528,3221.4,558.5,16416.5
spades_metaviralspades,207,12583,4664,55401,7.7,7.7,7.7,0.21415,0.07938,0.94289,1436.7,290.0,6444.0
spades_plasmidspades,770,9418,4006,33552,15.6,7.7,7.7,0.32994,0.07073,0.58867,1402.7,474.0,7102.4
spades_rnaviralspades,449,6235,891,28728,7.8,7.7,8.2,0.11335,0.02133,0.48893,1373.9,478.0,5517.0
spaln,621,2027,1047,6831,29.1,30.1,30.7,0.18921,0.09828,0.60108,184.9,39.0,387.0
split_file_to_collection,2913,2121,11,12977,7.5,7.7,7.7,0.03545,0.00019,0.21678,842.1,1.0,4399.0
spring_cross,1,14,14,14,3.8,3.8,3.8,0.00017,0.00017,0.00017,8.0,8.0,8.0
spring_map,1,23,23,23,3.8,3.8,3.8,0.00028,0.00028,0.00028,8.0,8.0,8.0
spring_mcc,3,35,37,42,6.4,7.7,7.7,0.00055,0.00063,0.00070,5.7,3.0,12.0
spring_minz,2,12,12,15,3.8,3.8,3.8,0.00014,0.00014,0.00018,3.0,3.0,3.0
spring_model,2,34,34,54,5.8,5.8,7.5,0.00045,0.00045,0.00067,5.5,5.5,9.6
spring_model_all,2,98,98,141,5.8,5.8,7.5,0.00154,0.00154,0.00239,143.0,143.0,263.6
sqlite_to_tabular,338,40,15,77,7.4,7.7,7.7,0.00068,0.00024,0.00125,146.3,8.0,743.0
srs_global_indices,1,17896,17896,17896,7.7,7.7,7.7,0.30458,0.30458,0.30458,2256.0,2256.0,2256.0
srs_preprocess_s2,3,551,315,966,12.8,15.4,15.4,0.01131,0.00833,0.01674,547.0,15.0,1451.4
srs_spectral_indices,1,398,398,398,7.7,7.7,7.7,0.00677,0.00677,0.00677,2256.0,2256.0,2256.0
star_fusion,310,5295,395,17225,34.7,29.9,60.2,0.75134,0.02745,3.11458,15695.4,5348.0,52144.0
staramr_search,2116,266,30,727,20.2,29.9,30.7,0.00799,0.00141,0.02732,66.3,9.0,184.3
strelka_germline,354,5346,2522,17792,8.4,7.7,12.3,0.09303,0.04321,0.30281,2890.5,145.0,9158.3
strelka_somatic,143,5947,390,26351,10.3,12.3,12.3,0.11060,0.02054,0.44848,5295.8,154.0,24596.9
stringtie,170063,201,97,545,29.9,30.7,30.7,0.01771,0.00792,0.04866,2050.2,1474.0,5570.0
stringtie_merge,7509,56,26,188,28.8,30.7,30.7,0.00519,0.00212,0.01824,771.9,344.0,2739.6
substitutions1,4,15,15,21,5.5,5.8,7.7,0.00021,0.00019,0.00034,1.5,1.0,2.7
subtract_query1,1493,34,11,96,7.6,7.7,7.7,0.00057,0.00019,0.00160,85.5,2.0,256.0
sucos_docking_scoring,9,243,19,1151,6.8,7.7,7.7,0.00411,0.00031,0.01960,1.9,1.0,4.6
sucos_max_score,11,307,17,1596,7.7,7.7,7.7,0.00523,0.00029,0.02716,2.2,1.0,6.0
summary_statistics1,6965,59,12,424,7.4,7.7,7.7,0.00094,0.00020,0.00649,255.0,1.0,3592.0
t2t_report,2,7,7,7,3.3,3.3,3.8,0.00009,0.00009,0.00009,1.0,1.0,1.0
t_test_two_samples,85,13,10,20,6.5,7.7,7.7,0.00020,0.00017,0.00034,1.0,1.0,1.0
tab2fasta,33600,20,10,49,7.5,7.7,7.7,0.00034,0.00017,0.00082,113.6,1.0,168.0
table_annovar,5392,93,11,300,7.6,7.7,7.7,0.00159,0.00019,0.00511,212.5,1.0,337.0
table_compute,6151,38,17,121,7.4,7.7,7.7,0.00063,0.00029,0.00197,23.4,1.0,33.0
tabular_to_csv,22567,22,10,70,7.4,7.7,7.7,0.00036,0.00017,0.00116,36.7,1.0,80.0
tabular_to_dbnsfp,32,340,16,1716,7.5,7.7,7.7,0.00579,0.00027,0.02921,12473.7,12.0,56930.7
tabular_to_fastq,1864,23,10,86,7.4,7.7,7.7,0.00039,0.00017,0.00145,396.3,1.0,2447.8
tag_pileup_frequency,71,112,70,472,30.0,30.7,30.7,0.00974,0.00616,0.04158,2044.6,2207.0,4308.5
targetfinder,40,486,81,2765,4.0,2.8,7.7,0.00662,0.00115,0.03078,29.2,1.0,73.1
taxonomy_krona_chart,14169,41,11,120,8.1,7.7,12.3,0.00074,0.00020,0.00220,69.4,1.0,138.6
tb_profiler_profile,3714,340,121,1089,29.4,30.7,30.7,0.02645,0.01062,0.11121,512.7,172.0,2216.0
tb_variant_filter,2360,82,15,111,7.4,7.7,7.7,0.00138,0.00026,0.00177,1.3,1.0,1.0
tbvcfreport,2725,36,15,81,7.6,7.7,7.7,0.00059,0.00024,0.00138,10.4,1.0,5.0
td,60,3204,2838,6874,27.7,30.7,30.7,0.28192,0.24977,0.60436,110.8,45.5,715.1
tetyper,14,1873,948,5794,20.7,29.9,30.7,0.16390,0.03417,0.62173,4538.1,1978.0,11484.0
tn93,179,988,9,50,7.3,7.7,7.7,0.01681,0.00015,0.00085,3.6,1.0,22.2
tn93_cluster,162,1077,19,1171,7.6,7.7,7.7,0.01833,0.00032,0.01993,4.5,1.0,22.9
tn93_filter,61,315,14,82,7.6,7.7,7.7,0.00535,0.00024,0.00140,8.8,1.0,80.0
tn93_readreduce,473,1049,11,128,7.4,7.7,7.7,0.01784,0.00019,0.00218,11.1,1.0,22.0
tophat,28,14641,890,76593,26.5,30.3,30.7,1.28607,0.07722,6.73965,18895.4,203.0,93378.0
tophat2,28881,9685,2880,37947,33.7,30.7,92.2,0.93924,0.28149,3.44283,6586.6,1749.0,26168.0
tp_awk_tool,16297,102,14,439,7.3,7.7,7.7,0.00172,0.00022,0.00741,1884.4,7.0,11697.4
tp_cat,23146,41,16,136,7.4,7.7,7.7,0.00069,0.00027,0.00226,2934.0,1134.5,9986.0
tp_cut_tool,53663,17,10,42,7.6,7.7,7.7,0.00029,0.00017,0.00071,125.4,1.0,129.0
tp_easyjoin_tool,25751,116,12,350,7.8,7.7,7.7,0.00199,0.00020,0.00600,1587.0,9.0,5521.5
tp_find_and_replace,105801,14,10,23,7.6,7.7,7.7,0.00024,0.00017,0.00039,31.6,1.0,2.0
tp_grep_tool,16283,39,11,103,7.4,7.7,7.7,0.00063,0.00019,0.00168,850.8,3.0,4246.0
tp_head_tool,9663,19,10,46,7.6,7.7,7.7,0.00031,0.00015,0.00077,504.2,1.0,2477.4
tp_multijoin_tool,9028,94,27,374,7.7,7.7,7.7,0.00159,0.00046,0.00638,182.7,18.0,707.0
tp_replace_in_column,18917,27,12,70,7.4,7.7,7.7,0.00044,0.00020,0.00114,142.4,1.0,405.4
tp_replace_in_line,45168,18,10,39,7.5,7.7,7.7,0.00029,0.00015,0.00063,38.8,1.0,5.0
tp_sed_tool,20883,62,12,128,7.6,7.7,7.7,0.00105,0.00020,0.00216,149.8,4.0,573.0
tp_sort_header_tool,20672,32,10,100,7.1,7.7,7.7,0.00051,0.00017,0.00152,137.0,1.0,174.4
tp_sort_rows,115,33,12,149,6.9,7.7,7.7,0.00054,0.00020,0.00218,100.9,1.0,692.9
tp_sorted_uniq,6988,24,10,65,7.3,7.7,7.7,0.00039,0.00017,0.00107,61.0,1.0,36.0
tp_split_on_column,1359,1702,12,1882,7.5,7.7,7.7,0.02892,0.00020,0.03202,475.9,2.0,955.5
tp_tac,303,15,9,38,7.4,7.7,7.7,0.00025,0.00015,0.00061,3.0,1.0,1.0
tp_tail_tool,8631,30,11,76,7.3,7.7,7.7,0.00050,0.00017,0.00126,117.4,1.0,26.0
tp_text_file_with_recurring_lines,18,13,10,21,7.4,7.7,7.7,0.00021,0.00016,0.00035,493.3,1.0,1424.5
tp_unfold_column_tool,719,29,14,119,7.5,7.7,7.7,0.00050,0.00024,0.00203,192.6,5.0,1694.7
tp_uniq_tool,3275,23,11,61,7.9,7.7,12.3,0.00041,0.00019,0.00107,106.7,1.0,276.9
tradis_essentiality,425,27,12,93,7.0,7.7,7.7,0.00044,0.00020,0.00158,1.0,1.0,1.0
tradis_gene_insert_sites,1162,135,109,282,6.7,7.7,7.7,0.00216,0.00162,0.00458,134.5,30.0,882.7
traj_selections_and_merge,26,30,28,50,7.7,7.7,7.7,0.00052,0.00047,0.00086,342.6,342.0,469.8
transdecoder,2422,1136,574,3564,29.0,30.7,30.7,0.09600,0.04898,0.31364,108.4,46.0,379.7
transformation,76,39,18,148,7.4,7.7,7.7,0.00063,0.00030,0.00252,7.0,1.0,37.0
transit_gumbel,340,585,449,1148,7.6,7.7,7.7,0.00995,0.00764,0.01954,3.1,2.0,7.0
transit_hmm,290,878,112,2084,7.6,7.7,7.7,0.01494,0.00191,0.03546,1.7,1.0,4.0
transit_resampling,355,4026,4390,10238,7.6,7.7,7.7,0.06851,0.07472,0.17425,4.9,3.0,12.0
transit_tn5gaps,11,205,133,622,6.5,7.7,7.7,0.00337,0.00216,0.01059,12.8,12.0,28.5
translate_bed,279,393,149,1321,6.8,7.7,7.7,0.00666,0.00254,0.02248,325.7,4.0,822.7
transtermhp,46,4118,106,1250,7.6,7.7,7.7,0.07009,0.00182,0.02128,5.8,4.5,13.8
trim_galore,118736,1913,390,8769,18.1,13.8,30.7,0.05715,0.01760,0.22517,2358.8,805.0,9037.0
trim_reads,25,453,236,1579,6.7,7.7,7.7,0.00771,0.00402,0.02687,55.6,70.0,102.6
trimmer,4553,70,15,259,7.5,7.7,7.7,0.00118,0.00026,0.00440,1414.6,34.0,6134.8
trimmomatic,306839,720,164,2200,29.1,30.1,30.7,0.06833,0.01496,0.21110,2080.8,613.0,7734.1
trinity,3869,13385,6511,47536,205.1,253.0,253.0,8.16612,3.84820,32.81216,13724.9,5135.0,51976.4
trinity_abundance_estimates_to_matrix,478,95,51,268,7.2,7.7,7.7,0.00149,0.00084,0.00439,94.2,37.0,374.7
trinity_align_and_estimate_abundance,3650,8339,3226,30597,29.8,30.7,30.7,0.82161,0.28765,3.10631,5168.3,2569.0,19952.0
trinity_contig_exn50_statistic,210,66,44,203,7.3,7.7,7.7,0.00110,0.00073,0.00345,216.2,167.0,635.4
trinity_filter_low_expr_transcripts,238,96,60,317,7.3,7.7,7.7,0.00161,0.00101,0.00539,302.8,189.0,920.2
trinity_gene_to_trans_map,329,36,13,116,7.0,7.7,7.7,0.00056,0.00022,0.00187,262.1,84.0,614.0
trinity_psc,5,5,4,10,141.8,192.5,253.0,0.00108,0.00012,0.00310,6944.8,3195.0,23276.0
trinity_run_de_analysis,445,166,38,544,7.3,7.7,7.7,0.00277,0.00061,0.00862,149.3,1.0,46.4
trinity_super_transcripts,291,400,172,1264,7.4,7.7,7.7,0.00658,0.00293,0.02079,134.9,92.0,415.5
trinotate,345,8271,3707,36545,7.2,7.7,7.7,0.13753,0.06132,0.57993,667.2,209.0,968.6
tsne,90,809,58,1903,7.4,7.7,7.7,0.01377,0.00099,0.03238,6.4,1.0,17.0
tximport,2204,139,68,355,7.7,7.7,7.7,0.00238,0.00116,0.00604,391.6,95.5,1436.9
ucsc-twobittofa,244,45,14,140,7.0,7.7,7.7,0.00072,0.00024,0.00221,410.6,421.0,797.0
umi_tools_count,288,1098,58,5025,7.3,7.7,7.7,0.01865,0.00097,0.08552,787.0,55.0,2105.0
umi_tools_dedup,548,501,156,2152,32.6,29.9,92.2,0.03774,0.01529,0.12554,864.9,413.0,3728.9
umi_tools_extract,2109,2062,455,9876,7.5,7.7,7.7,0.03493,0.00766,0.16809,2100.3,330.0,9200.2
umi_tools_group,36,768,484,1699,7.7,7.7,7.7,0.01307,0.00823,0.02893,541.6,360.5,3132.5
umi_tools_whitelist,217,1681,1268,3875,7.7,7.7,7.7,0.02861,0.02158,0.06595,4134.5,1770.0,26441.0
unicycler,16520,7966,2996,36933,38.0,29.9,94.2,1.14512,0.27746,5.30886,727.2,352.0,2562.6
unipept,144,141,14,239,6.8,7.7,7.7,0.00235,0.00022,0.00308,5.9,1.0,12.0
uniprot,729,57,22,188,7.5,7.7,7.7,0.00096,0.00037,0.00321,16.3,1.0,18.6
univariate,11,880,175,3482,6.9,7.7,7.7,0.01488,0.00195,0.05926,1.0,1.0,1.0
valet,5,1432,283,4846,25.0,29.9,30.7,0.12276,0.02457,0.42093,3822.8,719.0,13462.4
vapor,100,47,42,104,2.8,2.8,2.8,0.00053,0.00047,0.00116,117.2,120.0,238.0
varscan,7518,1270,67,6761,14.9,15.4,15.4,0.03279,0.00174,0.17796,4728.7,147.0,34719.1
varscan_copynumber,224,1346,1378,3185,7.6,7.7,7.7,0.02291,0.02346,0.05421,51550.3,39891.0,112584.0
varscan_mpileup,8101,2000,115,11073,7.9,7.7,7.7,0.03478,0.00196,0.19143,7651.3,178.0,48823.0
varscan_somatic,1613,3664,2020,10576,27.8,30.0,30.7,0.34025,0.19748,0.97208,9010.9,5444.0,20753.0
vcf2pgsnp,455,41,9,130,6.0,7.5,7.7,0.00057,0.00014,0.00175,367.9,1.0,1314.0
vcf2tsv,10379,57,11,140,7.2,7.7,7.7,0.00091,0.00017,0.00220,83.1,1.0,119.1
vcf_to_maf_customtrack1,53,15,11,34,7.5,7.7,7.7,0.00026,0.00019,0.00059,37.0,1.0,19.0
vcfaddinfo,4128,31,12,84,7.0,7.7,7.7,0.00049,0.00020,0.00134,14.5,1.0,25.0
vcfallelicprimitives,4152,247,14,516,7.2,7.7,7.7,0.00414,0.00024,0.00844,201.2,1.0,450.9
vcfannotate,2252,171,11,235,7.0,7.7,7.7,0.00283,0.00019,0.00372,373.9,11.0,396.4
vcfannotategenotypes,96,313,40,1075,7.4,7.7,7.7,0.00532,0.00067,0.01830,2207.7,63.0,3587.2
vcfbedintersect,2428,101,22,351,7.5,7.7,7.7,0.00170,0.00036,0.00585,1168.9,66.0,2625.5
vcfbreakcreatemulti,3035,55,10,117,7.6,7.7,7.7,0.00094,0.00017,0.00199,58.5,1.0,212.0
vcfcheck,332,214,12,860,7.5,7.7,7.7,0.00361,0.00020,0.01464,805.9,21.5,3293.0
vcfcombine,2199,296,17,912,7.3,7.7,7.7,0.00485,0.00027,0.01546,1019.3,4.0,2118.8
vcfcommonsamples,90,183,25,570,7.2,7.7,7.7,0.00310,0.00043,0.00971,1071.1,161.0,3779.9
vcfdistance,1718,31,10,28,7.7,7.7,7.7,0.00052,0.00017,0.00048,27.2,1.0,3.0
vcffilter2,28432,116,10,177,7.5,7.7,7.7,0.00194,0.00017,0.00296,313.3,1.0,402.4
vcffixup,1556,291,10,271,7.6,7.7,7.7,0.00489,0.00017,0.00461,191.5,1.0,309.0
vcfflatten2,177,142,20,516,7.5,7.7,7.7,0.00241,0.00034,0.00879,436.8,2.0,1314.0
vcfgeno2haplo,1294,30,10,37,7.6,7.7,7.7,0.00051,0.00017,0.00056,79.1,1.0,58.0
vcfgenotypes,2146,55,10,101,7.5,7.7,7.7,0.00091,0.00017,0.00158,96.0,1.0,209.8
vcfhethom,1246,95,14,198,7.5,7.7,7.7,0.00161,0.00024,0.00323,317.9,20.5,595.5
vcfleftalign,132,416,14,483,7.4,7.7,7.7,0.00707,0.00022,0.00821,153.1,5.0,610.9
vcfprimers,96,611,16,2316,7.1,7.7,7.7,0.00848,0.00024,0.03942,2496.0,381.0,13444.5
vcfrandomsample,50,3529,266,13605,7.1,7.7,7.7,0.06004,0.00453,0.23154,45174.1,964.5,124884.0
vcfselectsamples,492,995,26,3728,7.6,7.7,7.7,0.01694,0.00045,0.06345,3216.3,21.5,12103.0
vcfsort,8550,28,11,79,7.2,7.7,7.7,0.00046,0.00019,0.00133,84.1,1.0,179.6
